cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
21,1174,1,375,21029,226,66,71,4100,412,18,186,37,97,458,237,586,164,222,6,512,0
49,1174,1,293,21029,226,66,0,4100,412,18,186,37,97,458,238,586,164,222,6,512,1
97,783,25,509,5626,266,124,60,4774,182,32,131,68,86,532,182,580,327,389,28,2095,0
131,783,15,457,5626,266,124,0,4773,182,32,131,68,86,532,182,579,327,389,28,2095,1
86,590,19,411,3321,186,124,7,2743,156,20,116,11,4,134,223,407,63,271,15,748,0
101,591,12,391,3426,187,124,0,2747,156,20,116,11,4,134,223,407,63,271,15,751,1
29,248,4,135,5779,121,7,129,1033,151,38,14,0,2,73,59,158,32,116,4,299,1
4,22,1,6,17,10,7,0,89,8,0,1,2,0,0,0,17,0,7,4,43,0
8,21,1,4,21,10,7,0,89,8,0,1,2,0,0,0,17,0,7,4,43,1
4,8,2,12,0,7,2,1,35,6,0,1,0,0,3,0,3,0,3,1,19,0
7,7,1,12,0,7,2,0,33,6,0,0,0,0,3,0,3,0,3,0,18,1
19,35,5,41,130,23,3,1,251,8,0,0,3,0,20,5,10,3,10,5,97,0
20,32,3,39,130,23,3,0,240,8,0,0,3,0,14,5,9,3,9,5,94,1
3,4,1,5,0,1,3,1,14,1,1,1,0,0,0,387,2,0,4,1,126,0
5,4,1,5,0,1,3,0,14,1,1,1,0,0,0,385,2,0,4,1,126,1
73,256,14,222,5017,136,76,13,1748,60,5,57,1,11,4,94,240,29,152,5,763,0
74,254,9,202,5017,136,76,0,1748,60,5,55,1,11,4,94,240,29,152,5,763,1
12,20,4,24,30,14,6,3,140,8,0,2,1,0,6,2,9,1,6,2,114,1
14,42,2,49,74,17,16,3,273,8,1,14,3,10,22,38,57,9,38,5,200,0
17,42,2,46,74,17,16,0,270,8,1,14,3,10,22,38,57,9,38,5,200,1
14,36,2,58,27,15,18,9,228,14,3,4,5,1,53,11,34,9,37,6,140,0
21,35,2,57,27,15,18,0,222,14,3,4,5,1,52,11,35,8,38,7,141,1
8,75,3,48,215,28,9,1,251,24,0,23,2,1,36,5,37,9,25,3,115,0
12,75,2,46,215,28,9,0,251,24,0,23,2,1,36,5,37,9,25,3,115,1
7,36,3,21,29,12,7,1,231,5,2,4,2,2,11,6,16,8,11,10,166,0
9,32,2,17,29,12,7,0,216,5,2,4,0,2,9,6,16,6,11,8,159,1
44,412,1,192,1385,59,11,108,925,89,32,124,6,35,45,5,208,22,121,6,269,0
63,412,1,146,1413,59,11,0,925,89,32,124,6,35,45,5,208,22,121,6,269,1
10,30,1,26,8,8,5,6,132,4,2,4,1,2,19,7,38,5,25,2,56,1
70,264,18,205,1353,99,57,4,1752,65,1,73,2,12,11,55,190,25,144,17,1019,0
65,259,14,197,1295,98,57,0,1737,64,1,73,2,12,7,52,185,24,141,17,1011,1
11,32,1,34,48,16,4,1,134,9,0,8,4,0,6,1,17,2,16,3,59,0
11,32,1,32,48,16,4,0,134,9,0,8,4,0,6,1,17,1,16,3,59,1
10,83,1,30,171,19,0,47,318,48,6,25,0,1,0,8,64,8,60,3,107,0
16,83,1,30,171,19,0,0,318,48,6,25,0,1,0,8,64,8,60,3,107,1
30,56,2,113,5,34,13,16,461,34,4,7,4,2,67,45,68,21,90,4,391,0
33,56,1,100,5,34,13,0,461,34,4,7,4,2,67,45,68,21,90,4,390,1
2,5,1,3,2,5,3,3,22,4,0,0,0,0,0,0,3,0,3,0,20,0
2,5,1,4,2,5,3,0,22,4,0,0,0,0,0,0,3,0,3,0,21,1
5,2,2,9,1,2,13,9,38,1,0,0,0,0,10,0,15,0,15,0,44,1
29,120,8,79,801,55,32,3,638,28,5,19,0,20,3,46,162,78,115,6,299,0
27,118,5,77,801,55,32,0,637,28,5,17,0,20,3,44,160,78,115,6,299,1
14,262,1,161,3651,90,13,26,1009,71,34,80,4,18,46,164,239,32,164,4,441,0
38,262,1,133,3651,90,13,0,1009,71,34,80,4,18,46,164,239,32,164,4,441,1
10,9,1,23,4,8,6,0,62,2,0,1,0,0,3,6,23,5,18,1,54,0
12,9,1,22,4,8,6,0,62,2,0,1,0,0,3,6,23,5,18,1,54,1
12,7,1,27,1,3,1,0,44,1,0,3,0,0,11,0,19,0,15,2,58,0
12,6,1,26,1,3,1,0,44,1,0,2,0,0,11,0,19,0,15,2,58,1
4,18,3,35,17,9,6,6,149,3,2,4,1,2,2,46,40,31,40,4,108,0
14,18,2,35,17,8,6,0,135,3,2,4,1,2,2,46,40,31,40,3,102,1
11,26,1,22,211,22,1,7,186,19,0,0,5,0,2,0,5,0,5,2,102,1
41,36,13,48,10,17,22,3,290,7,3,4,2,0,42,15,43,2,36,7,253,0
58,35,10,48,10,17,22,0,284,7,3,3,2,0,42,15,43,2,36,7,252,1
19,74,1,51,392,33,23,12,310,16,11,11,0,2,24,30,90,2,51,3,146,0
28,73,1,48,392,33,23,0,304,16,11,11,0,2,23,29,89,2,51,3,146,1
135,445,11,477,2055,94,82,12,2310,56,10,116,18,35,119,125,336,25,265,23,773,0
138,445,10,461,2055,94,82,0,2310,56,10,116,18,36,125,126,336,25,265,23,772,1
8,18,2,43,0,11,4,0,115,10,0,3,3,0,6,0,21,0,23,2,105,0
15,18,1,41,0,11,4,0,114,10,0,3,3,0,6,0,20,0,22,2,105,1
6,23,4,14,8,11,10,0,87,10,0,6,0,7,12,11,13,11,13,1,55,0
10,23,2,12,8,11,10,0,87,10,0,6,0,7,12,11,13,11,13,1,55,1
91,213,1,118,3321,82,0,0,757,81,51,79,0,0,0,51,100,1,100,3,150,1
96,156,11,234,323,57,14,24,1132,79,13,6,0,5,2,13,175,0,147,7,349,0
91,156,6,220,323,57,14,0,1132,79,13,6,0,5,2,13,175,0,147,7,349,1
10,19,2,28,15,6,1,4,84,9,2,2,0,0,18,9,29,7,24,2,69,0
10,18,1,28,15,6,1,0,79,9,2,1,0,0,18,6,26,6,23,2,67,1
6,42,2,49,12,13,13,9,147,12,4,13,4,2,19,2,32,2,28,3,71,0
17,42,2,45,12,13,13,0,147,12,4,13,4,2,19,2,32,2,28,3,71,1
9,69,2,41,1003,51,33,1,367,20,1,9,0,23,4,66,102,57,46,1,177,0
7,56,1,41,867,47,33,0,328,18,1,0,0,23,4,66,100,57,46,1,176,1
18,22,2,24,28,9,3,16,118,13,1,2,2,1,17,4,19,9,18,3,96,0
23,24,2,24,28,9,3,0,123,14,1,3,2,2,18,4,19,10,18,3,96,1
21,94,1,112,78,13,0,1,335,20,20,41,1,3,0,0,58,0,57,6,87,1
30,102,3,133,190,22,1,0,311,31,0,23,6,4,16,5,57,3,49,5,139,0
28,102,2,130,190,22,1,0,311,31,0,23,6,4,16,5,57,3,49,5,139,1
37,114,6,75,584,57,22,4,708,29,14,16,3,2,34,23,109,8,97,6,328,0
38,113,5,73,584,57,21,0,703,29,14,16,3,2,34,23,106,8,96,6,321,1
30,69,7,89,84,29,16,11,406,11,0,10,1,1,14,4,31,5,27,14,475,0
38,69,7,87,84,29,16,0,406,11,0,10,1,1,14,4,31,5,27,14,475,1
19,39,2,41,2,8,5,5,166,8,5,12,0,8,5,9,38,5,24,4,72,0
28,39,2,40,2,8,5,0,166,8,5,12,0,8,5,9,38,5,24,4,72,1
18,42,4,62,299,29,25,1,233,28,1,6,1,0,78,9,29,6,33,4,270,0
24,39,3,59,299,28,25,0,212,28,1,6,1,0,75,7,29,4,33,3,246,1
18,23,2,30,35,11,6,434,79,9,2,5,0,1,146,323,13,0,11,2,469,1
71,416,21,219,3748,123,22,57,1720,128,99,93,2,31,89,265,472,119,287,26,897,0
69,416,10,202,3748,123,22,0,1718,128,99,93,2,31,89,265,471,119,286,26,897,1
17,36,6,28,59,20,6,1,191,2,0,0,0,1,35,2,6,11,6,2,112,0
16,34,3,24,59,20,6,0,189,2,0,0,0,1,35,1,6,11,6,2,111,1
7,110,6,95,344,36,7,5,449,16,11,18,1,11,9,22,51,5,44,7,252,0
25,106,5,86,313,35,7,0,438,15,11,18,1,10,7,21,49,4,42,7,250,1
17,11,3,19,26,9,4,2,63,7,0,2,0,0,0,0,6,1,8,2,71,0
19,11,2,19,26,9,4,0,65,7,0,2,0,0,0,0,6,1,8,2,71,1
35,90,2,94,113,26,37,25,335,25,4,21,0,0,34,31,83,1,71,3,194,0
36,89,1,91,113,26,36,0,334,25,4,21,0,0,33,31,82,1,70,3,187,1
35,50,7,93,158,27,17,8,359,10,1,6,0,3,20,22,80,8,71,5,252,1
2,8,1,6,0,7,2,1,30,5,0,1,0,0,1,0,3,0,3,1,20,0
5,8,1,7,0,7,2,0,30,5,0,1,0,0,1,0,3,0,3,1,20,1
38,34,9,74,137,25,9,3,242,5,0,5,0,0,11,2,29,2,25,5,189,0
40,34,6,72,137,25,9,0,241,5,0,5,0,0,11,2,29,2,25,5,189,1
39,143,3,202,14,14,18,28,929,18,8,53,12,5,66,41,131,8,94,11,278,0
74,143,3,190,14,14,18,0,927,18,8,53,12,5,66,41,130,8,94,11,278,1
7,89,1,26,2702,76,63,0,326,51,0,7,0,0,62,9,76,1,72,2,145,0
8,89,1,24,2702,76,63,0,326,51,0,7,0,0,62,9,76,1,72,2,145,1
75,215,12,122,4021,99,55,16,848,77,34,46,2,9,197,56,121,11,100,5,291,0
91,215,10,102,4009,99,49,0,836,77,34,46,2,9,194,53,115,11,94,5,279,1
54,347,4,289,0,72,2,3,1549,25,17,72,59,8,144,85,264,20,183,7,348,1
24,13,8,21,5,13,3,1,106,7,0,0,0,0,2,1,4,0,4,0,88,0
30,21,9,29,30,17,3,0,167,7,1,3,0,0,2,0,5,0,4,3,116,1
13,114,2,98,78,13,1,0,421,28,0,53,1,24,101,32,81,3,61,6,83,0
12,113,1,95,78,13,1,0,421,28,0,53,1,23,99,32,81,3,61,6,83,1
4,2,1,0,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,230,0
3,2,1,0,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,230,1
13,28,2,32,81,16,1,4,98,11,1,3,3,0,3,0,12,1,9,2,71,0
14,27,2,32,81,16,1,0,97,11,1,2,3,0,2,0,12,0,9,2,68,1
68,162,5,201,68,38,4,22,1043,30,12,11,39,4,368,85,165,7,166,14,407,0
72,161,4,192,68,38,4,0,1028,29,12,10,39,4,367,85,164,7,162,14,400,1
110,348,53,314,4347,163,24,35,2211,159,18,69,42,8,66,77,163,44,131,30,1381,1
25,89,15,163,176,40,42,20,674,16,1,11,8,1,100,96,97,9,86,6,289,0
55,88,14,130,176,40,42,0,662,16,1,11,7,1,98,96,97,9,86,5,286,1
46,290,7,189,8860,159,9,154,1486,181,38,7,0,4,97,51,171,25,122,6,619,0
79,290,7,133,8860,159,9,0,1486,181,38,7,0,4,97,51,171,25,122,6,620,1
4,20,1,18,108,20,4,2,72,16,0,0,0,0,4,0,7,3,7,0,50,0
5,20,1,16,114,20,4,0,72,16,0,0,0,0,4,0,7,3,7,0,50,1
18,96,4,93,122,23,12,3,321,19,8,20,0,7,10,5,52,1,47,6,234,0
24,96,4,91,122,23,12,0,319,19,8,20,0,7,10,5,52,1,47,6,234,1
27,112,4,96,87,36,17,2,568,28,23,7,2,0,6,20,71,0,68,6,160,0
31,111,3,88,63,35,16,0,557,28,23,7,2,0,6,20,70,0,67,8,146,1
19,12,6,22,6,9,0,0,129,2,0,1,2,0,2,0,3,0,3,3,78,1
13,60,5,65,0,13,12,6,277,18,6,18,2,1,13,5,40,3,31,11,129,0
26,58,3,57,0,13,12,0,265,18,5,18,2,1,13,4,38,3,30,11,126,1
17,65,1,50,31,10,5,0,255,12,15,20,0,7,8,6,64,9,37,5,81,0
26,65,1,47,31,10,5,0,255,12,15,21,0,7,8,6,64,9,37,5,81,1
84,483,21,360,3150,120,129,6,2513,89,5,119,17,13,134,158,334,56,240,24,860,0
86,483,20,329,3152,120,129,0,2512,89,5,119,17,13,134,157,333,56,240,24,860,1
30,67,6,95,60,20,9,11,350,22,10,10,9,3,20,3,51,5,46,7,190,0
55,60,6,78,51,19,9,0,323,20,8,8,9,3,19,3,42,5,38,7,177,1
24,90,66,182,11,32,36,33,1108,16,8,18,5,2,72,433,95,15,93,20,461,0
100,90,23,174,11,32,36,0,1108,16,8,18,5,2,72,433,95,15,93,20,461,1
11,17,2,10,58,13,11,0,86,10,1,0,1,0,12,3,16,0,14,3,70,1
20,57,3,53,90,29,15,1,300,11,6,6,0,0,2,1,34,0,29,3,200,0
29,56,3,48,90,29,15,0,296,11,6,6,0,0,2,1,33,0,28,3,199,1
42,175,11,186,1966,78,26,7,770,67,16,26,7,3,28,10,103,4,80,10,299,0
71,175,11,182,1966,78,26,0,770,67,16,26,7,3,28,10,103,4,80,10,299,1
6,23,1,16,9,6,2,6,80,7,1,2,2,0,18,2,7,4,7,4,75,0
10,22,1,15,9,6,2,0,80,7,1,1,2,0,18,2,7,4,7,4,72,1
15,21,1,39,41,11,3,2,88,8,0,2,2,0,8,7,12,7,12,2,64,0
16,18,1,38,41,11,3,0,78,8,0,1,1,0,7,7,12,7,12,2,64,1
40,97,10,134,348,51,28,20,628,28,6,19,4,14,15,40,78,23,69,13,442,0
56,95,4,120,348,51,26,0,622,28,6,18,4,14,15,38,76,22,67,12,439,1
22,46,1,58,35,11,1,3,203,22,1,11,10,6,67,20,33,22,28,5,115,1
23,78,2,116,70,29,8,4,334,24,5,23,1,9,27,41,63,15,60,3,152,0
29,75,1,109,48,28,8,0,314,23,5,23,1,9,25,40,62,15,60,3,153,1
16,86,2,97,1036,61,18,1,512,26,0,8,0,5,0,24,44,19,41,2,294,0
11,85,1,92,976,60,18,0,500,25,0,8,0,5,0,24,44,19,41,2,280,1
16,28,2,39,89,15,7,2,135,7,2,6,3,0,6,3,15,3,14,3,92,0
19,28,1,37,89,15,7,0,133,7,2,6,3,0,6,3,14,3,13,3,92,1
21,20,5,34,11,7,2,2,155,4,2,4,1,0,14,3,18,7,13,3,113,0
18,19,2,34,7,6,2,0,152,3,2,4,1,0,14,3,18,7,13,3,110,1
5,9,1,20,1,3,8,6,55,6,0,1,3,1,7,5,13,5,13,2,160,0
11,9,1,20,1,3,8,0,55,6,0,1,3,1,7,5,13,5,13,2,160,1
51,109,19,155,40,46,4,2,664,13,1,33,0,12,28,36,66,7,43,16,293,1
3,5,1,11,6,4,0,4,33,5,0,0,0,0,3,1,4,1,4,1,50,0
5,5,1,10,6,4,0,0,28,5,0,0,0,0,3,1,4,1,4,1,43,1
2,10,1,7,6,4,0,4,35,6,1,4,0,0,0,0,1,0,1,2,28,0
6,7,1,4,6,4,0,0,32,5,1,1,0,0,0,0,1,0,1,2,28,1
26,23,2,58,0,8,5,1,119,7,1,8,2,0,34,0,19,7,18,3,65,0
28,22,1,56,0,8,5,0,111,7,1,7,2,0,34,0,18,7,18,2,65,1
3,47,1,0,1081,47,240,0,294,0,0,0,0,0,0,240,240,0,240,0,383,0
1,47,1,0,1081,47,240,0,294,0,0,0,0,0,0,240,240,0,240,0,383,1
17,18,2,25,20,11,4,3,98,4,2,1,0,0,1,0,13,1,14,3,67,0
18,18,2,25,20,11,4,0,98,4,2,1,0,0,1,0,13,1,14,3,67,1
18,22,2,32,35,11,6,464,82,9,2,5,0,1,151,326,14,1,12,2,480,1
22,95,4,50,620,41,20,10,348,35,3,28,6,14,9,86,86,10,40,6,140,0
23,95,2,44,620,41,20,0,348,35,3,28,6,14,9,86,86,10,40,6,140,1
16,102,1,67,246,29,6,3,529,48,17,17,7,3,7,13,62,17,47,4,193,0
23,102,1,61,246,29,6,0,529,48,17,17,7,3,7,13,62,17,47,4,192,1
62,52,22,138,7,31,79,0,1044,4,2,11,0,0,84,152,305,3,138,8,304,0
39,52,21,137,7,31,79,0,1044,4,2,11,0,0,83,152,305,3,138,8,304,1
16,60,2,37,2,18,19,4,283,8,0,10,3,5,39,15,56,10,32,8,164,0
19,60,2,37,2,18,19,0,283,8,0,10,3,5,39,15,56,11,32,8,164,1
28,48,2,64,190,20,2,3,190,23,13,6,1,3,6,5,38,2,33,3,151,0
36,48,1,61,190,20,2,0,190,23,13,6,1,3,6,5,38,2,33,3,150,1
7,21,1,22,86,16,8,0,93,8,0,4,2,0,5,1,13,1,10,2,57,1
67,294,5,235,1593,67,13,21,1098,61,23,89,22,23,76,36,256,24,190,9,392,0
93,292,5,212,1593,67,13,0,1093,61,23,89,22,23,76,36,255,24,190,9,392,1
18,81,4,97,465,34,2,29,333,44,10,13,8,4,23,9,55,13,47,3,201,0
41,81,2,81,465,34,2,0,333,44,10,13,8,4,23,10,55,13,47,3,201,1
2,12,1,20,0,1,0,0,45,3,0,6,0,0,8,6,9,5,8,2,24,0
4,12,1,20,0,1,0,0,45,3,0,6,0,0,8,6,9,5,8,2,24,1
34,131,2,127,171,19,1,4,467,43,10,48,2,17,24,40,112,16,91,5,171,0
42,130,1,121,171,19,1,0,467,43,10,48,2,17,24,40,112,16,91,5,171,1
22,133,4,106,43,15,34,29,758,8,15,40,11,16,80,99,188,72,123,11,394,0
38,133,3,94,43,15,34,0,758,8,15,40,11,16,80,99,188,72,123,11,394,1
6,27,1,18,100,17,5,0,116,8,2,1,5,6,17,6,15,5,10,2,80,1
32,194,29,156,3228,112,35,8,1345,54,18,40,1,6,6,51,157,10,131,16,576,0
58,194,29,150,3228,112,35,0,1345,54,18,40,1,6,6,51,157,10,131,16,577,1
26,35,3,31,39,19,9,0,151,23,0,7,0,2,13,0,23,2,22,2,105,0
26,35,2,29,39,19,9,0,153,23,0,7,0,2,13,0,23,2,22,2,105,1
10,32,1,18,210,21,1,4,239,14,0,0,4,0,0,0,8,0,14,4,127,0
13,32,1,16,210,21,1,0,239,14,0,0,4,0,0,0,8,0,14,4,127,1
18,36,7,28,80,20,6,5,139,14,3,6,0,2,0,16,24,14,20,2,71,0
21,36,4,27,80,20,6,0,139,14,3,6,0,2,0,15,24,14,20,2,71,1
9,22,1,21,208,21,2,0,71,20,0,1,0,0,0,0,2,0,2,1,29,0
11,22,1,20,208,21,2,0,71,20,0,1,0,0,0,0,2,0,2,1,29,1
27,136,7,184,175,31,13,39,758,30,20,28,12,4,108,22,113,40,93,17,551,1
22,16,2,39,8,5,14,0,99,6,1,7,0,1,25,1,29,3,30,3,100,0
28,16,1,39,8,5,14,0,98,6,1,7,0,1,24,1,29,3,30,3,100,1
26,41,5,62,13,16,15,6,225,10,0,15,1,1,8,10,52,4,39,5,127,0
36,38,3,59,10,15,14,0,215,9,0,13,1,0,6,10,51,2,38,5,122,1
14,91,3,73,899,56,14,3,407,24,3,21,4,3,13,9,36,4,27,4,290,0
29,88,2,63,895,56,13,0,403,24,3,18,4,3,12,9,34,4,24,4,289,1
6,107,1,35,91,15,20,32,493,13,18,27,0,19,4,167,110,37,73,6,175,0
6,107,1,31,91,15,20,0,493,13,18,27,0,19,4,168,110,38,73,6,175,1
25,111,5,101,8,24,20,12,597,25,7,25,8,11,130,77,128,76,84,8,341,0
39,108,5,98,8,24,19,0,586,24,7,25,8,11,130,75,122,76,81,8,336,1
14,100,1,91,315,39,2,21,318,52,7,12,0,0,19,7,30,3,35,4,216,1
50,58,10,103,184,34,17,6,396,12,1,9,2,1,12,4,44,4,40,6,305,0
45,56,8,100,182,32,17,0,373,11,1,9,2,1,12,4,44,4,40,6,292,1
11,9,1,7,24,9,2,0,74,7,0,0,0,0,0,0,2,0,2,0,97,0
7,9,1,7,24,9,2,0,74,7,0,0,0,0,0,0,2,0,2,0,97,1
18,165,6,154,1574,66,16,13,859,29,9,38,16,4,14,14,61,7,48,7,493,0
48,165,3,138,1574,66,16,0,859,29,9,38,16,4,14,14,61,7,48,7,494,1
22,63,1,83,15,23,21,3,336,7,4,14,1,5,17,19,111,9,69,3,149,0
27,59,1,78,15,23,19,0,313,6,4,11,1,5,17,18,103,9,63,2,144,1
26,51,1,68,114,20,6,1,253,9,5,2,0,0,33,2,53,6,48,3,159,0
30,49,1,60,114,20,5,0,239,9,5,2,0,0,34,2,48,7,43,3,154,1
20,251,1,189,2842,76,15,84,992,115,26,44,29,12,91,111,166,61,130,8,622,1
9,5,2,14,1,3,3,0,27,1,0,2,0,0,151,447,5,0,5,1,226,0
10,5,1,14,1,3,3,0,27,1,0,2,0,0,152,450,5,0,5,1,226,1
21,98,1,50,293,74,5,5,798,47,6,1,20,6,11,21,50,21,49,2,318,0
23,98,1,48,293,74,5,0,798,47,6,1,20,6,11,21,50,21,49,2,319,1
9,45,3,26,40,19,8,1,224,15,1,15,1,5,8,1,18,1,12,4,135,0
22,45,2,24,40,19,8,0,224,15,1,13,1,5,8,1,18,1,12,4,135,1
58,64,10,136,126,36,24,6,597,13,2,10,0,0,18,15,85,12,77,8,289,0
60,64,7,126,126,36,24,0,597,13,2,10,0,0,19,15,85,12,77,8,289,1
17,12,2,38,19,7,6,0,109,0,0,2,0,0,26,0,23,4,23,1,110,0
14,12,1,38,19,7,6,0,109,0,0,2,0,0,26,0,23,4,23,1,110,1
7,76,3,35,123,26,8,2,268,30,0,32,2,11,48,21,43,19,18,3,290,1
51,315,13,153,5198,125,97,32,1651,69,24,59,3,53,16,248,364,287,205,9,788,0
49,297,12,137,5099,124,95,0,1564,66,24,57,3,50,16,245,353,285,203,9,768,1
42,274,12,120,3439,104,76,0,1274,54,25,53,2,51,17,255,289,257,174,9,605,0
42,273,12,119,3439,104,76,0,1271,54,24,53,2,51,17,255,288,257,174,9,605,1
16,99,1,43,312,41,7,0,448,17,24,16,0,4,0,25,64,0,44,5,228,0
18,99,1,40,312,41,7,0,448,17,24,16,0,4,0,25,64,0,44,5,228,1
56,119,39,87,38,37,18,20,643,21,9,17,19,2,15,35,98,12,62,24,348,0
66,118,14,78,38,37,18,0,643,21,9,16,19,2,15,35,98,12,62,23,348,1
11,21,6,27,8,7,3,4,110,11,2,3,3,1,4,3,8,1,8,6,71,0
15,20,2,26,8,6,3,0,98,10,2,3,3,1,4,3,7,1,7,6,67,1
5,24,3,11,1,10,2,4,79,17,0,8,0,0,22,0,5,6,5,4,35,1
17,61,3,54,27,16,9,1,308,8,8,10,5,0,10,2,48,0,39,6,108,0
22,60,2,53,27,16,9,0,305,7,8,10,5,0,10,2,48,0,39,6,108,1
36,253,2,117,397,43,11,6,863,64,20,74,1,8,81,52,177,46,120,6,833,0
41,253,1,110,397,43,11,0,862,64,20,74,1,8,81,52,177,46,120,6,833,1
15,17,2,29,13,14,9,0,116,4,0,0,2,3,1,4,29,5,21,2,76,0
13,17,1,29,13,14,9,0,110,4,0,0,1,3,1,3,28,5,21,2,76,1
42,129,15,94,522,93,18,13,862,34,2,8,2,0,44,13,34,7,30,10,320,0
41,129,9,93,522,93,18,0,872,35,2,7,2,0,44,13,34,7,30,10,320,1
37,232,2,93,17716,189,4,15,1301,195,0,27,9,2,357,20,39,170,28,2,267,0
31,232,1,88,17716,189,4,0,1301,195,0,27,9,2,357,20,39,170,28,2,267,1
4,15,2,27,4,6,5,3,74,6,3,1,1,0,5,0,15,1,11,2,40,1
13,28,2,31,0,4,14,2,140,8,3,5,3,0,23,0,25,0,25,4,54,0
17,28,1,30,0,4,14,0,137,8,3,6,2,0,23,0,25,0,25,4,52,1
14,49,1,2,1176,49,1,0,87,2,0,0,0,0,2,1,1,0,1,0,128,0
20,48,1,2,1128,48,1,0,86,2,0,0,0,0,2,1,1,0,1,0,126,1
16,28,5,19,0,4,3,3,115,1,3,8,1,2,8,10,28,3,17,9,52,0
16,28,2,19,0,4,3,0,114,1,3,8,1,2,8,10,27,3,17,9,52,1
11,24,2,28,11,11,3,1,112,2,1,0,0,0,4,0,7,1,7,2,100,0
17,20,1,25,11,11,3,0,100,2,1,0,0,0,4,0,7,1,7,2,100,1
76,111,1,127,1013,46,11,12,452,36,5,23,0,47,15,177,128,108,96,3,317,0
54,111,1,128,1013,46,11,0,452,36,5,23,0,47,15,177,128,108,96,3,317,1
42,278,1,117,553,47,13,0,943,72,23,86,1,8,81,63,197,45,137,6,947,1
101,236,15,319,311,48,28,14,1475,44,42,56,6,7,57,30,200,33,138,17,750,0
108,233,6,305,288,47,28,0,1471,44,40,56,6,7,57,30,200,33,138,17,750,1
140,318,9,263,1614,118,25,9,2279,67,17,92,37,10,115,2,174,47,140,17,1156,0
134,317,8,258,1614,118,25,0,2276,66,17,91,37,10,115,2,174,47,140,17,1156,1
57,466,19,248,3282,129,73,18,2427,94,29,105,1,16,54,214,474,109,315,14,1080,0
48,467,10,237,3282,129,73,0,2428,94,29,106,1,16,54,215,475,109,315,14,1080,1
6,34,2,17,0,12,1,1,135,20,2,11,8,0,12,9,24,3,15,4,53,0
7,33,1,17,0,12,1,0,126,20,2,10,7,0,12,9,22,3,14,4,52,1
55,142,3,124,658,45,23,6,582,32,0,36,0,2,59,22,79,3,91,5,276,0
48,142,2,115,658,45,23,0,582,32,0,36,0,2,59,22,79,3,91,5,276,1
7,30,1,17,105,15,2,8,129,13,2,3,1,0,7,12,11,7,6,2,115,1
6,32,4,0,378,32,8,0,238,2,0,0,0,0,11,0,12,2,12,0,324,0
8,32,4,0,378,32,8,0,238,2,0,0,0,0,11,0,12,2,12,0,324,1
9,13,2,21,9,7,6,0,63,1,0,2,0,0,1,1,9,0,7,2,41,0
7,13,1,20,9,7,6,0,62,1,0,2,0,0,1,1,9,0,7,2,41,1
29,211,3,114,4904,118,17,11,855,67,18,22,2,31,142,80,199,138,156,4,293,0
28,211,2,111,4904,118,17,0,855,67,18,22,2,31,142,78,199,136,156,4,293,1
21,116,2,26,4614,97,5,4,564,45,0,15,0,7,8,8,15,2,13,1,787,0
25,116,2,27,4614,97,5,0,564,45,0,15,0,7,8,8,15,2,13,1,787,1
31,317,5,129,2335,83,14,10,986,92,18,131,31,11,81,15,130,36,93,4,228,0
43,314,5,101,2335,83,14,0,982,91,18,131,31,11,81,14,129,36,93,4,228,1
11,16,2,11,9,11,5,3,127,11,1,4,0,0,51,1,10,13,8,2,248,1
43,124,5,73,108,25,13,8,536,14,30,11,1,5,41,81,138,22,115,6,360,0
40,124,2,67,108,25,13,0,534,14,30,11,1,5,41,81,137,22,114,6,358,1
17,44,2,42,316,30,6,5,219,23,2,3,5,0,20,1,22,1,16,4,157,0
28,44,2,42,316,30,6,0,219,23,2,3,5,0,20,1,22,1,16,4,157,1
9,18,2,29,1,3,5,3,82,5,1,2,2,0,10,1,14,2,14,4,111,0
13,15,1,23,1,3,5,0,82,5,1,2,2,0,10,1,14,2,14,4,111,1
72,140,25,195,267,59,36,13,1216,58,2,33,13,10,57,81,116,26,88,16,610,0
90,137,10,181,228,57,36,0,1218,55,2,33,14,10,53,81,117,26,89,16,602,1
40,126,12,102,1922,87,33,41,1004,77,2,5,14,1,42,20,60,11,56,5,455,0
40,126,8,100,1922,87,33,0,1004,77,2,5,14,1,42,20,60,11,56,5,455,1
14,20,1,1,1,2,0,0,40,11,0,0,0,0,1,0,0,1,0,1,25,1
17,24,2,43,19,10,7,2,101,1,2,1,2,0,43,9,23,11,18,3,104,0
22,24,1,41,19,10,7,0,101,1,2,1,2,0,43,9,23,11,18,3,104,1
6,24,1,16,6,4,0,1,92,1,1,9,0,1,14,11,51,5,11,7,46,0
3,21,1,16,6,4,0,0,89,1,1,9,0,1,14,11,51,5,11,6,46,1
15,66,2,39,68,16,7,6,190,3,5,12,0,19,3,123,74,32,36,4,91,0
8,66,1,39,68,16,7,0,190,3,5,12,0,19,3,119,74,32,36,4,91,1
29,88,2,63,895,56,13,0,403,24,3,18,4,3,12,9,34,4,24,4,289,0
30,91,2,64,899,56,14,0,407,24,3,21,4,3,13,9,36,4,27,4,290,1
